No,GRT,Length,TerminalName,TEU,VoyageType,Interval,EarlinessTardiness,ST,OT,UT
4447,42800,269,1,2023,Liner,4.6,-2,0.27,20.72,1.63
4448,46410,269,2,1635,Liner,6.5,3,1.68,27.22,1.77
4449,28662,202,1,1244,Feeder,21,12,0.72,12.37,1.58
4450,9957,148,1,974,Feeder,8.5,46,0.92,24.85,2.48
4451,15995,170,1,1559,Liner,6.5,0,0.78,24.13,1.17
4452,36514,241,1,440,Liner,2.5,2,0.35,5.27,2.47
4453,5999,121,1,936,Feeder,11,1,1.05,19.28,1.33
4454,20624,180,1,944,Feeder,7,7,2.23,11.9,3.2
4456,151559,366,2,5717,Liner,10.92,-1,0.67,26.63,2.37
4457,2599,94,1,104,Feeder,9.58,13,0.73,7.22,4.38
4458,14036,155,1,578,Feeder,3.5,11,0.42,11.03,2.55
4459,24804,203,1,885,Liner,7.8,8,0.5,9.88,0.95
4460,26836,210,1,604,Liner,7.5,8,0.63,5.87,2.33
4461,23285,187,1,1511,Liner,2.2,22,2.72,13.88,2.23
4463,10256,147,1,288,Liner,7.58,-7,0.83,7.42,1.92
4464,41413,248,1,1894,Liner,0.05,0,0.48,20.37,1.32
4465,74642,299,2,2665,Liner,9.45,8,0.63,25.38,2.15
4466,24053,206,2,406,Liner,3.17,-5,0.47,9.27,2.1
4467,26435,209,2,1726,Liner,2.23,-3,2.5,25.42,4
4468,3135,93,1,408,Feeder,2.52,-8,0.23,14.98,2.62
4469,4276,100,1,404,Feeder,1.7,-3,0.8,9.07,3.3
4470,40068,260,1,2955,Liner,10.47,5,0.47,29.68,2.02
4471,8643,133,1,60,Feeder,3.33,9,0.88,1.82,3.13
4472,68888,285,2,1976,Liner,9.5,2,0.65,14.22,2.63
4474,35824,220,2,1402,Liner,16.73,3,1.47,16.35,1.6
4475,9983,148,1,1099,Feeder,3.65,4,0.57,18.87,1.15
4476,64054,275,2,1269,Liner,2.3,-2,1.9,17.6,0.92
4477,42894,269,2,2571,Liner,1.13,0,0.48,58.78,1.07
4478,27758,202,1,355,Feeder,6,11,0.77,6.33,2.65
4479,5272,117,1,733,Feeder,0.47,0,1.38,31.2,4.17
4480,54851,294,2,6306,Liner,3.52,-2,0.57,86.6,0.5
4481,20624,180,1,593,Feeder,6.52,-1,0.98,14.47,1.97
4482,15995,170,1,2183,Liner,4.97,-2,0.85,25.85,0.63
4483,9957,148,1,658,Feeder,25.7,-2,0.7,28.55,2.33
4484,14036,155,1,932,Feeder,1,1,0.47,31.37,1.17
4485,35881,221,1,2079,Liner,8.4,-11,1,37.1,6.15
4486,28662,202,1,985,Liner,0.1,-1,0.45,11.05,2.83
4487,69218,285,2,2526,Liner,14.4,-2,0.6,43.18,1.35
4488,36014,240,1,3133,Liner,1.1,-18,3.08,44.6,5.48
4489,17738,177,2,385,Liner,9,7,0.82,12.88,1.93
4490,9957,148,2,896,Feeder,4.8,3,0.67,35.85,3.92
4491,39582,258,1,1230,Liner,4.4,-1,0.53,22.42,3.8
4492,80942,300,2,1959,Liner,11.8,3,0.87,27.33,1.5
4493,39990,244,1,1017,Liner,0.5,-2,1.15,10.45,2.4
4494,4276,100,1,467,Feeder,4.58,1,0.77,30.9,3.33
4495,18123,175,1,1289,Liner,1.83,4,1.35,16.13,2.22
4496,15670,168,1,288,Liner,3.08,-5,1.23,9.02,3.25
4497,42894,269,2,1917,Liner,3.08,-2,1,25.02,1.65
4498,14953,187,1,1502,Feeder,2.32,-11,1.02,14.47,2.35
4499,42741,269,1,2761,Liner,3.43,-3,1,32.23,2.02
4500,26435,209,1,1096,Liner,6.97,1,0.83,19.93,2.07
4501,35581,223,1,1619,Liner,4.7,2,0.8,23.17,1.37
4502,74175,299,2,10357,Liner,2.5,1,1.37,141.92,0.83
4503,11875,146,1,1164,Feeder,11.5,0,0.78,41.55,3.25
4504,15995,170,1,681,Liner,3.7,0,1.12,13.38,1.08
4505,20085,174,1,342,Liner,34.97,145,0.12,9.4,2.68
4506,37563,243,1,2607,Liner,5.23,4,0.22,26.87,3.75
4507,9983,148,1,1224,Feeder,1.35,-7,1.52,18.67,0.98
4508,37410,232,1,2133,Liner,4.75,8,1,27.9,1.6
4509,3135,93,1,245,Feeder,7.83,-6,0.43,5.85,1.88
4510,24804,203,2,2269,Liner,8.4,-2,0.78,55.13,1.33
4511,14036,155,1,657,Feeder,0.47,1,0.75,20.32,1.27
4512,9600,150,1,1370,Liner,2.3,-2,0.47,15.37,2.25
4513,69218,285,2,2723,Liner,2.5,-7,0.75,37.6,1.98
4514,50350,292,1,981,Liner,8.5,-5,1.32,14.68,3
4515,34617,216,1,1115,Liner,33.5,0,1.07,8.57,4.93
4516,35.958,240,1,823,Liner,5.17,4,0.33,7.32,2.52
4517,26836,210,1,1404,Liner,1.33,-4,0.67,16.68,1.98
4518,13491,160,1,286,Liner,2.4,0,0.9,9.2,1.9
4519,80942,300,2,1840,Liner,4.83,4,0.87,31.57,1.4
4520,42894,269,2,2843,Liner,6.93,-9,0.8,39.47,2
4521,9957,148,1,627,Feeder,9.03,-3,0.72,22.68,1.43
4522,36014,240,2,869,Liner,7.87,-10,0.83,12.8,0.87
4523,41855,264,1,3508,Liner,0.03,-2,0.87,42.52,2.03
4524,35581,222,1,1909,Liner,8.95,14,1.35,29.1,0.72
4525,4276,100,1,523,Feeder,10.15,-3,1.53,25.87,2.43
4526,31403,218,1,3356,Feeder,37.13,21,1.22,42.92,1.78
4527,14036,155,1,698,Feeder,4.5,0,0.7,16.43,1.45
4528,54152,294,2,2366,Liner,3.67,-5,0.85,20.7,1.95
4529,16270,154,1,2199,Liner,7,8,0.37,55.27,1.53
4530,15995,170,1,2018,Liner,6.5,4,0.67,43.43,0.32
4531,40594,239,2,552,Liner,0.4,-4,0.33,36.5,2.42
4532,23285,187,1,1489,Liner,11.6,7,0.95,22.8,1.75
4533,53379,276,2,1528,Liner,4.28,-1,0.6,23.68,2.47
4534,9957,148,2,1284,Feeder,17.02,17,1.15,49.73,2.37
4535,9983,148,1,1158,Feeder,0.63,6,1.83,17.62,1.55
4536,13497,160,2,226,Liner,0.73,-1,1.27,3.65,2.97
4537,9954,148,1,135,Liner,14.03,25,2.07,7.08,1.68
4538,6450,123,1,774,Feeder,10.3,-8,0.65,15.7,1.82
4539,28662,202,1,1368,Feeder,0.7,1,0.93,18.22,2.68
4540,51364,286,2,2136,Liner,9.3,-2,0.97,20.78,3.33
4541,36014,240,1,3219,Liner,7.9,2,0.77,32.25,5.4
4542,9957,148,1,1663,Feeder,5.1,9,0.92,49.32,2.6
4543,35824,220,1,1903,Liner,6,-6,0.63,26.15,2.05
4544,64054,275,2,1663,Liner,9.25,6,1.17,22.23,3.68
4545,39906,260,1,4517,Liner,20.75,26,1.1,65.93,2.55
4546,75395,304,2,10551,Liner,0.98,14,1.72,95.38,0.32
4547,39906,260,1,2774,Liner,6.68,0,2.43,34.48,2.08
4548,14036,155,1,535,Feeder,4.17,-1,1.45,14.32,1.05
4549,9957,148,1,306,Feeder,1.17,-4,0.48,6.22,4.88
4550,23632,209,2,1127,Liner,14.55,16,3.83,26.92,2.13
4551,4276,100,1,494,Feeder,7.45,-2,0.18,21.68,1.88
4552,26131,196,2,2132,Liner,10.37,13,0.5,42.67,2.08
4553,9983,148,1,762,Feeder,2.13,5,0.15,12.23,1.27
4554,25391,207,1,2298,Liner,5.95,8,0.8,36.08,5.12
4555,69246,285,2,2819,Liner,2.55,-5,4.1,31.65,0.92
4556,31403,218,1,2616,Feeder,1.5,3,0.6,24.25,1.73
4557,39582,258,1,1651,Liner,19.5,16,1.52,21.87,4.28
4558,15995,170,1,1732,Liner,4.5,0,0.83,22.33,1.88
4559,37071,237,1,953,Liner,7.22,16,1.18,16.67,2.4
4560,11875,146,1,615,Liner,14.28,43,0.93,76.4,0.5
4561,24804,203,1,3268,Liner,9.7,8,0.93,58.78,1.95
4562,32534,211,1,984,Feeder,0.55,10,0.35,13.03,1.95
4563,80654,300,2,2343,Liner,4.25,0,1.63,23.42,1.45
4564,73934,304,1,1317,Liner,2.5,-1,1.35,12.4,2.08
4565,90645,321,2,2923,Liner,12.93,-31,2.13,36.12,3.92
4566,39906,260,1,2304,Liner,8.47,16,1.02,23.9,2.42
4567,42800,269,1,1485,Liner,7.43,-3,1,12.6,1.65
4568,54851,294,1,6804,Liner,1.17,1,0.73,108.57,7.28
4569,9957,148,1,446,Feeder,4,-2,0.57,6.1,3.42
4570,14036,155,1,485,Feeder,9.9,1,3.18,8.55,2
4571,31403,218,1,2816,Feeder,10.6,-7,2.72,20.95,2.33
4572,35581,222,2,1751,Liner,13,3,0.88,23.35,2.35
4573,40594,239,2,603,Liner,21.6,7,0.7,11.05,2.67
4574,2539,207,1,1899,Liner,15.23,1,0.75,26.27,1.98
4575,40030,260,2,1468,Liner,2.87,5,0.8,26.03,2.08
4576,54152,294,2,3400,Liner,1.8,2,1.85,34.57,1.75
4577,66280,276,2,1136,Liner,2.7,-5,1.3,13.78,2.47
4578,22914,186,1,998,Liner,0.72,-8,1.1,17.17,2.73
4579,9983,148,1,1649,Feeder,11.18,18,1.13,19.37,1.17
4580,15995,170,1,381,Liner,18.4,0,0.6,9.53,1.37
4581,16270,154,1,2007,Liner,7,7,0.92,36.05,2.15
4582,90645,334,2,3772,Liner,1,6,2.03,63.67,6.8
4583,54851,294,2,5896,Liner,3.9,-1,1.5,72.42,4.7
4584,80942,300,2,2625,Liner,4.93,1,0.58,52.3,3.12
4585,25391,207,2,1906,Liner,2.67,-12,1.77,39.2,3.45
4586,40165,260,1,2654,Liner,3,-3,1.07,40.55,2.55
4587,4276,100,1,346,Feeder,5,-4,0.88,20.23,3.05
4588,9957,148,1,511,Feeder,19.75,20,1.48,26.27,3.33
4589,40068,260,1,3253,Liner,10.75,-1,0.67,44.78,1.88
4590,14953,187,1,1986,Feeder,11.2,11,3.58,25.17,2
4591,26435,209,1,1374,Liner,3.55,0,1.22,15.7,2.25
4592,9957,148,1,1196,Feeder,8.58,11,1.43,48.98,1.67
4593,9983,148,1,1349,Feeder,3.47,1,0.6,22.25,1.4
4594,15995,170,1,2313,Liner,1.4,-1,0.62,40.05,1.47
4595,14036,155,1,364,Feeder,1.9,1,0.48,10.38,1.8
4596,75395,304,2,10493,Liner,20.97,0,4.22,123.8,3.15
4597,68888,285,2,3097,Liner,0.77,-1,2.08,36.18,1.43
4598,32534,211,1,1132,Feeder,9.37,5,0.48,17.65,2.87
4599,36606,245,1,1103,Liner,18.8,1,0.62,22.9,3.07
4600,9957,148,1,1253,Feeder,20,-2,0.52,51.28,7.95
4601,22914,186,1,623,Liner,14.5,7,4.12,10.27,1.7
4602,80654,300,2,2605,Liner,10.25,0,1.52,43.42,2.65
4603,42894,269,1,2314,Liner,3.13,-8,0.42,32.67,1.92
4604,31403,218,1,2792,Feeder,8.12,15,0.98,36.95,2.15
4605,9954,148,1,74,Liner,14.75,-7,1.95,4,2.3
4606,41280,245,1,2723,Liner,1.05,5,0.92,43.02,3.73
4607,3135,93,1,369,Feeder,9.37,-2,0.92,24.33,5.33
4608,9983,148,1,1570,Feeder,1.12,-5,0.23,22.48,1.28
4609,35824,220,1,1457,Liner,10.72,2,0.97,27.2,2.33
4610,42307,245,2,949,Liner,0.25,-4,0.98,30.43,2.33
4611,20085,174,1,434,Liner,22.75,16,0.48,21.97,1.38
4612,4276,100,1,328,Feeder,2.5,0,2.82,18.9,1.12
4613,14036,155,1,416,Feeder,2.8,1,0.65,9.37,0.9
4614,69218,285,2,2227,Liner,0.2,-10,1.2,27.83,1.75
4615,24305,182,1,676,Liner,14,-4,0.47,13.53,3.28
4616,41413,248,1,1573,Liner,9,-14,0.75,22.47,3.35
4617,27681,222,1,3051,Liner,6.8,-1,5.47,52.2,4.5
4618,15995,170,1,1347,Liner,0.2,-3,2.72,22.43,1.68
4619,24804,203,2,2539,Liner,13,3,1.3,42.48,2.3
4620,5272,117,1,794,Feeder,2.75,-4,0.23,39.68,1.83
4621,32534,211,1,698,Feeder,3.45,3,0.78,14.32,3.23
4622,28911,222,1,1619,Liner,12.3,0,0.92,18.62,1.25
4623,54851,294,2,7925,Liner,9,2,1.27,116.53,3.32
4624,31403,218,1,3017,Feeder,3,-3,0.77,35.85,3.37
4625,15995,170,1,1670,Feeder,4.3,4,0.75,25.75,1.25
4626,39990,244,1,484,Liner,2,-4,0.93,13.63,1.27
4627,13497,160,1,494,Liner,4.2,0,0.82,15.38,0.55
4628,74642,299,2,3914,Liner,5,-11,1,64.83,1.17
4629,16270,154,1,433,Liner,13.5,5,0.73,11.25,2.27
4630,90645,334,2,3400,Liner,0.3,5,2.03,36.63,1.67
4631,11875,146,1,1137,Feeder,16.27,17,2.72,64.48,2.47
4632,46697,276,1,3227,Liner,8.63,5,0.28,35.15,1.73
4633,26435,209,1,1278,Liner,2.1,7,0.92,18.18,3.23
4634,9957,148,1,682,Feeder,2.7,17,0.68,39.52,1.13
4635,14036,155,1,472,Liner,7,-9,0.33,16.42,2.25
4636,10256,147,1,27,Liner,3.5,7,1.13,1.43,2.77
4637,9957,148,2,1650,Feeder,9.5,-6,1.18,81.48,2.33
4638,35881,221,1,620,Liner,5.5,1,0.45,7.05,2
4639,15995,170,1,1948,Liner,4.7,-1,1.48,38.92,1.35
4640,9957,148,2,1597,Feeder,4.88,-13,3.35,75.82,2.33
4641,15995,170,1,1459,Liner,19.42,3,0.77,26.55,1.18
4642,31403,218,1,1719,Feeder,6.5,2,0.33,17.73,1.6
4643,9983,148,1,1203,Feeder,7.45,-4,0.55,21.35,1.35
4644,4276,100,1,458,Feeder,0.7,-1,0.7,20.92,2.13
4645,15670,168,1,183,Liner,7.43,-13,13.42,3.15,2.43
4646,42112,260,2,1568,Liner,4.42,-3,0.57,26.3,2.3
4647,28662,202,1,743,Liner,6.5,0,0.45,10.55,0.83
4648,73934,304,2,1476,Liner,11.5,-1,0.95,21.52,2.45
4649,35.958,240,1,717,Liner,13.33,-7,4.22,11.27,1.6
4650,80942,300,2,3538,Liner,22.67,14,0.35,47.62,2.2
4651,38991,240,1,2301,Liner,4,8,0.53,32.77,2.03
4652,74175,299,2,9178,Liner,5.5,11,4.6,106.77,3.55
4653,17738,177,1,449,Liner,0.25,6,0.85,9.83,1.98
4654,27681,222,1,2629,Liner,2.08,-1,3.1,52.15,3.08
4655,42894,269,1,2328,Liner,1.97,4,1.25,39.97,1.95
4656,48154,276,1,991,Liner,1.4,-2,0.83,15.73,2.02
4657,26836,210,1,823,Liner,8.72,9,1.8,6.28,2.08
4658,66452,280,2,2321,Liner,5.48,-3,1.12,40.45,1.77
4659,51364,286,1,2728,Liner,5.1,-3,0.82,39.95,2.82
4660,35581,223,1,2093,Liner,1.9,0,1.28,36.47,1.5
4661,9983,148,1,1397,Feeder,26.93,3,0.53,42.48,1.23
4662,15670,168,1,154,Liner,5,0,1.93,14.85,1.13
4663,14036,155,1,1270,Liner,18.67,23,0.2,30.07,1.28
4664,15995,170,1,2111,Liner,6.42,9,2.35,40.77,1.55
4665,54152,294,2,3593,Liner,5.68,-1,1.47,50.5,2.03
4666,26435,209,1,1317,Liner,6.9,9,1.58,20.4,1.68
4667,25391,207,1,1749,Liner,0.8,8,1.07,8.5,26.73
4668,16202,179,2,704,Feeder,11.53,4,1.17,9.5,1.75
4669,37134,242,1,864,Liner,8.97,-1,4.38,14.73,1.8
4670,53379,276,2,914,Liner,13.4,4,0.78,22.7,1.85
4671,16270,154,1,1593,Liner,1.6,0,4.12,33.72,1.33
4672,39906,260,1,2367,Liner,11.9,-6,0.9,47.33,2.87
4673,5272,117,1,836,Feeder,11.9,5,0.47,21.18,3.02
4674,31113,234,1,769,Liner,5.65,-2,0.32,21.67,1.52
4675,16800,185,1,748,Feeder,6.25,29,0.93,22.72,3.03
4676,42800,269,1,3071,Liner,6,2,0.6,35.07,1.67
4677,14953,187,1,1876,Feeder,0.72,-5,0.52,26.9,5.33
4678,4276,100,1,262,Feeder,0.48,1,1.12,13.65,3.98
4680,23632,209,1,1579,Liner,11.3,-4,0.38,21.7,2.25
4681,91921,347,2,3445,Liner,14.9,0,0.82,49.02,2.08
4682,35581,222,1,1772,Liner,3.2,11,4.97,20.7,3
4683,48154,277,1,1046,Liner,3.4,7,0.57,21.63,2.13
4684,13491,160,1,332,Liner,8.5,1,0.65,18.58,1.93
4685,37563,243,1,1696,Liner,3.3,0,0.5,27.35,2.48
4686,15995,170,1,1537,Liner,0.5,0,0.45,24.55,2.17
4687,37235,242,1,3038,Liner,1.4,10,1,56.67,2.5
4688,11875,146,2,1156,Feeder,12.32,-7,0.57,31.42,3.02
4689,69246,285,2,3470,Liner,1.18,-2,2.1,42.52,2.13
4690,15995,170,1,1532,Liner,1.7,-3,1.57,27.65,1.53
4691,75395,304,2,10813,Liner,14.1,2,1,96.9,0.28
4692,14036,155,1,1068,Liner,2.5,-1,1.08,27.62,1.25
4693,9983,148,1,1258,Feeder,8.72,-3,2.6,18.92,1.65
4694,39582,258,1,1647,Liner,12.58,0,0.55,30.15,2.97
4696,73934,304,1,2360,Liner,24.3,-5,1.22,32.53,2.33
4697,37071,237,1,1335,Liner,11.2,-2,0.82,17.22,1.8
4698,39906,260,1,2346,Liner,13.2,7,1.15,41.43,2.75
4699,31403,218,1,3010,Feeder,0.5,5,1.12,35.42,2.8
4700,9957,148,1,501,Feeder,4.9,34,1.53,19.62,3.77
4701,4276,100,1,418,Feeder,9.85,1,2.82,16.15,3.45
4702,9957,148,1,1478,Feeder,0.02,0,2.07,28.48,2.95
4703,90645,321,2,3431,Liner,11.83,-2,1.43,54.55,6.93
4704,26358,209,1,1093,Liner,1.1,-1,1.27,18.77,2.8
4705,91921,347,2,3521,Liner,4.97,2,1.95,37.5,2.72
4706,35824,220,1,2124,Liner,3.83,-2,1.22,31.95,4.2
4707,48272,277,2,4516,Liner,9.5,6,1.83,53.6,7.15
4708,32534,211,1,478,Feeder,2.92,8,1.03,6.02,1.78
4709,9983,148,1,954,Feeder,7.25,-5,1.38,15.07,1.55
4710,37563,243,1,639,Liner,8.33,-2,0.53,7.63,2.15
4711,54851,294,2,8224,Liner,3.5,2,0.62,73.63,4.25
4712,40068,260,1,3218,Liner,3.67,-2,0.18,21.92,1.98
4713,14036,155,1,1253,Feeder,2.33,0,0.18,20.58,1.23
4714,20085,174,1,284,Liner,12,17,2.87,6.22,1.5
4715,54152,294,1,2928,Liner,10.67,7,0.73,27.23,1.95
4716,4236,101,1,127,Feeder,8.17,-96,1.95,5.07,2.48
4717,15995,170,1,1232,Liner,4.5,-1,0.78,15.33,1.47
4718,48154,277,1,684,Liner,0.17,-10,0.45,8.77,1.95
4719,73934,304,1,1648,Liner,4.8,-5,0.52,23.2,2.53
4720,16270,154,1,1745,Liner,9.2,1,1.87,31.85,1.37
4721,40030,260,1,1452,Liner,1.4,-6,0.32,19.42,2.52
4722,26836,210,1,1251,Liner,11.85,-25,0.67,12.2,1.55
4723,90645,334,2,3967,Liner,10.25,-2,1.3,47.83,2.03
4724,9957,148,2,1684,Feeder,13.25,-1,0.9,38.4,6.03
4725,9983,148,1,870,Feeder,1.2,-5,0.27,13.58,1.48
4726,32630,207,1,951,Liner,1.8,-3,0.7,17.93,1.78
4727,40165,260,1,2293,Liner,6.95,-1,2.07,22.78,2.53
4728,91560,347,2,3666,Liner,22.8,-5,1.65,30.92,2.52
4729,42741,269,1,3495,Liner,11.6,-3,0.58,27.37,2.22
4730,26435,209,1,877,Liner,4.3,-3,0.52,22.47,2.27
4731,31403,218,1,2320,Feeder,13.43,16,0.7,16.4,2.12
4732,2599,94,2,100,Feeder,0.67,1,0.88,6.48,2
4734,11875,146,2,738,Feeder,5.58,-1,1.18,18.15,2.17
4735,4236,101,1,256,Feeder,0.52,-4,0.32,6.2,1.4
4736,14036,155,1,1278,Feeder,1.73,0,0.52,16.37,2.5
4737,68888,285,2,3068,Liner,18.67,-7,1.17,27.28,1.13
4738,15995,170,1,784,Liner,4.33,-3,0.48,13.87,1.18
4739,14953,187,1,294,Feeder,1.47,2,0.4,3.7,1.6
4740,15995,170,1,2058,Feeder,2.7,-1,2.67,26.63,0.95
4741,9954,148,1,220,Liner,6.2,1,1.95,4.78,1.85
4742,42112,260,1,864,Liner,0.47,-3,0.93,10.33,2.57
4743,497,50,1,34,Feeder,4.53,-29,0.17,0.5,1.17
4744,73934,304,1,1756,Liner,0.97,-9,0.42,19.12,1.5
4745,54851,294,2,7837,Liner,9.25,0,1.62,89.38,2.67
4746,32534,211,1,198,Feeder,5.58,-14,0.35,3.68,2.13
4747,90645,320,2,4472,Liner,8,-7,1.37,52.32,3.65
4748,25391,207,1,3024,Liner,3.8,0,0.45,33.53,1.75
4749,9957,148,1,103,Feeder,15.87,-8,1.5,4.2,2.55
4750,42894,269,1,2073,Liner,3.33,-3,0.78,23.88,2.17
4751,9983,148,1,1063,Feeder,14,-6,0.95,15.18,1
4752,17738,177,1,238,Liner,1.5,-5,0.48,5.5,1.43
4753,9957,148,1,151,Feeder,3.7,0,0.85,1.9,3
4754,35581,222,1,2021,Liner,15.8,8,0.63,27.93,2.93
4755,40594,239,1,507,Liner,6,-5,0.93,14.23,1.75
4756,91560,347,2,3713,Liner,4.95,0,0.98,39.98,1.48
4757,27758,202,1,2232,Feeder,0.05,-10,0.13,26.38,2.42
4758,26435,209,1,1534,Liner,2,-5,0.33,19.77,1.57
4759,16800,185,2,1299,Feeder,1,-154,0.9,17.2,1.75
4760,15995,170,1,1330,Feeder,3.5,13,0.23,19.22,1.22
4761,33405,210,1,786,Liner,20.7,-26,0.52,13.75,2.48
4762,46697,276,2,2707,Liner,3.63,-6,1.37,22.83,2.13
4763,14036,155,1,1061,Feeder,3.77,-3,1,21.82,0.78
4764,15995,170,1,1159,Liner,22.9,10,0.35,22.73,1.58
4765,75395,304,2,10675,Liner,4.5,5,0.9,99.68,1.75
4768,22914,186,1,1029,Liner,3,-3,2.32,13.07,1.53
4769,39582,258,1,1380,Liner,27.75,0,1,15.32,2.18
4770,15995,170,1,2159,Feeder,4.25,-7,0.45,22.88,1.08
4771,73934,304,1,3154,Liner,9,-2,0.28,36.08,1.67
4772,48154,275,1,1172,Feeder,13,2,0.62,12.85,8.37
4773,21932,197,1,675,Liner,0.1,-1,0.92,14.95,1.55
4774,90645,334,2,3591,Liner,2.5,-3,1.13,46.92,1
4775,9957,148,1,1621,Feeder,2.48,0,0.53,27.8,2.67
4776,14968,167,2,1169,Feeder,13.22,-25,0.9,28.67,4.35
4777,26435,209,1,1465,Liner,5.62,-10,1.27,16.95,1.45
4778,42894,269,1,2204,Liner,7.78,-4,1.48,18.85,2.75
4779,9983,148,1,1173,Feeder,10.15,-3,0.83,14.68,2.57
4780,93496,352,2,3957,Liner,5.15,0,0.92,35.05,2.2
4781,25391,207,1,2409,Liner,5,-5,0.3,32.35,2.52
4782,4276,100,1,399,Feeder,9,3,0.23,18.67,3.3
4783,30047,208,1,1246,Liner,5.5,2,0.57,18.77,2.08
4784,54271,295,2,571,Liner,0.9,-2,0.77,6.68,1.88
4785,31403,218,1,2670,Feeder,1.98,21,0.67,23.67,2.83
4786,51364,286,1,4072,Liner,5.12,-1,0.68,41.97,2.57
4787,5272,117,1,742,Feeder,15.5,-5,0.53,15.27,2.17
4788,16270,154,2,1969,Liner,0.5,4,1.32,37.18,2.08
4790,11875,146,1,574,Feeder,1.17,-10,2.52,26.42,1.65
4791,15995,170,1,923,Liner,9.83,0,0.85,14.82,0.92
4792,14036,155,1,1915,Feeder,2.8,1,2.35,37.82,1.17
4793,68888,285,2,3011,Liner,1.9,-4,1.1,27.23,1.58
4794,450,50,1,10,Feeder,2.47,1,1.43,0.1,8.38
4795,54851,294,2,8469,Liner,2.33,1,1.72,73.03,2.83
4796,9957,148,1,389,Feeder,0.47,-3,0.25,13.87,1.8
4797,35.958,240,1,715,Liner,15.37,-1,0.62,8.48,3.65
4798,13497,160,1,699,Liner,0.17,0,0.63,21.83,2.03
4799,42112,260,1,1479,Liner,8.3,-15,0.7,15.62,4.35
4800,48154,276,1,885,Feeder,28.6,8,0.97,25.33,2.45
4801,73934,304,1,3227,Liner,6.6,9,0.8,25.7,2.25
4802,24305,182,1,638,Liner,0.6,4,2.22,17.38,2.05
4803,9983,148,1,964,Feeder,0.9,2,0.53,14.3,1.33
4804,27681,222,1,2450,Liner,8.5,-2,0.4,31.98,4.95
4805,16236,164,2,2275,Liner,9,6,0.97,31.62,2.25
4806,90645,334,2,4376,Liner,7,4,0.8,45.83,5.87
4807,42894,269,1,2333,Liner,3.5,-15,0.52,17.83,4.15
4808,26435,209,1,1358,Liner,6,-1,0.85,17.15,1.5
4809,42800,269,2,3272,Liner,7.2,-2,1.25,35.47,1.62
4810,9957,148,1,1979,Feeder,7.05,12,3.52,31,1.32
4811,93496,352,2,3605,Liner,6.95,0,0.62,48.15,2.32
4812,9957,148,2,787,Feeder,4.8,6,0.92,30.25,4.33
4813,16800,185,1,1886,Feeder,1.58,-4,0.9,32.58,2.23
4814,35881,221,1,1748,Liner,13.32,2,3.48,17.8,2.42
4815,11062,157,1,1726,Feeder,0.4,-14,0.88,23.63,4.48
4816,15995,170,1,946,Liner,4.45,-9,0.27,19.03,1.53
4817,15995,170,1,1616,Feeder,16.33,-4,0.28,20.3,1.15
4818,4276,100,1,205,Feeder,2.95,64,0.57,3.65,1.95
4819,20085,174,1,641,Liner,6.72,-1,1.57,6.77,1.92
4820,54152,294,2,2893,Liner,9.25,-11,0.8,27.25,2.7
4821,22914,186,1,612,Liner,17.3,0,0.72,7.48,1.47
4822,107551,349,2,3880,Liner,15.2,4,1.33,33.63,4.03
4823,5272,117,1,322,Feeder,1,3,0.52,4.7,2.2
4824,14036,155,1,1350,Feeder,13.67,-2,1.9,16.18,2
4825,27681,222,1,2856,Liner,5.33,7,0.5,22.27,1.98
4826,74175,299,2,11551,Liner,1.75,-1,0.93,98.85,4.08
4827,450,50,1,10,Feeder,6.75,-2,0.53,0.25,1.63
4828,39906,260,2,2351,Liner,2.7,-3,0.35,38.27,3.22
4829,31113,234,1,870,Liner,4.02,-4,0.75,10.12,1.95
4830,5272,117,1,337,Feeder,21.28,12,0.2,3.87,3.93
4831,9983,148,1,1373,Feeder,6.67,4,0.13,19.7,2.4
4832,9957,148,1,330,Feeder,3.32,6,1.2,5.78,3.77
4833,91560,347,2,3052,Liner,1.52,-1,0.6,39.92,2.65
4834,16270,154,1,438,Liner,6.65,3,0.58,9.43,1.28
4835,27758,202,1,1567,Feeder,0.85,-12,0.4,13.68,2.2
4836,23632,209,1,1452,Liner,1.17,0,0.53,21.22,3.8
4837,14968,167,1,1820,Feeder,2.13,1,0.45,27.62,2.77
4838,35581,223,1,1713,Liner,8,4,0.52,21.7,1.35
4839,16800,185,1,607,Feeder,13.3,-2,1.18,7.75,1.57
4840,11062,157,1,1373,Liner,1.2,-1,0.77,18.18,1.58
4841,48154,277,1,1419,Feeder,1.8,0,0.37,14.93,2.33
4842,69246,285,2,2743,Liner,2.6,-4,1.42,24.87,1.05
4843,15995,170,1,2209,Feeder,1.88,-3,0.42,26.97,1.78
4845,14036,155,1,1038,Feeder,34.42,7,0.42,10.47,1.28
4846,39582,258,1,1618,Liner,1.7,-5,0.47,20.4,3.38
4847,9957,148,2,1638,Feeder,11.13,-2,1.1,30.75,2.65
4848,48154,277,1,990,Liner,7.33,-1,0.58,9.53,1.88
4849,66452,280,2,2317,Liner,8.5,2,1.28,23.63,3.75
4850,16236,164,1,2211,Liner,11.58,-4,0.4,20.42,2.27
4852,3135,93,1,427,Feeder,0.25,1,0.48,14.73,1.62
4853,9957,148,1,1037,Feeder,12.42,14,0.5,17.95,1.63
4854,29106,191,1,471,Liner,14.08,18,2.15,18.52,1.88
